"","專利號","公司全名","更新日期","計算終止日","申請日","獲證日","標題","專利摘要","主分支","公開發行","技術大類","PR","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","區域"
"1757","TWI892342B","南亞科技","2025-09-19","2025-09-15","2023-03-24","2025-08-01","半導體元件","本申請提供一種半導體元件，其包括具有一溝槽的一基底以及該溝槽中的一閘極結構。該閘極結構包括一下閘極電極，設置於該下閘極電極上的一上閘極電極，與該上閘極電極接觸的一矽化層，以及設置於該下閘極電極與該基底之間的一下介電層。該下閘極電極及該上閘極電極經配置以接收不同的電壓，以及該閘極結構設置於該基底的一主動區中。","branch","Yes","半導體結構與製程",22,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1758","TWI892348B","台灣積體電路製造","2025-09-19","2025-09-15","2023-12-12","2025-08-01","記憶體電路、區域時脈驅動器和用於提供時脈訊號給記憶體電路的記憶庫的方法","本揭露提供了記憶體電路的系統和方法，用以提供多個時脈訊號至區域時脈驅動器。時脈訊號中的一者可比另一者更快。因此，區域時脈驅動器中的至少一個電晶體可以提早被導通，以改善較慢的時脈訊號的上升緣、下降緣或兩者的延遲。區域時脈驅動器可以包括電性連接至一NAND閘的一第一電晶體，以及電性連接至一NOR閘的一第二電晶體。由於更快的時脈訊號的加入，記憶體電路中        的時脈到達字元線的時間可因此減少。","main","Yes","記憶體與儲存裝置",65,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1759","TWI892363B","南亞科技","2025-09-19","2025-09-15","2023-12-18","2025-08-01","記憶體的控制單元及記憶體的控制方法","本揭露提供一種記憶體的控制單元及記憶體的控制方法。該控制單元包括一第一輸入級、一第二輸入級、一第一輸出級以及一第二輸出級。該第一輸入級經配置以接收一第一訊號和一第二訊號。該第二輸入級經配置以接收該第一訊號和該第二訊號。該第一輸出級連接到該第一輸入級並經配置以產生一第一處理訊號。該第二輸出級連接到該第二輸入級並經配置以產生一第二處理訊號。如果該第一訊號和該第二訊號相同的話，則該第一處理訊號和該第二處理訊號不同。","main","Yes","記憶體與儲存裝置",21,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1760","TWI892422B","台灣積體電路製造","2025-09-19","2025-09-15","2024-01-22","2025-08-01","半導體裝置及其形成方法","一種半導體裝置及其形成方法，包括在介電層中形成開口以暴露源極/汲極區。在一些實施例中，該方法還包括在開口中及源極/汲極區上方沉積第一金屬層。然後，在一些示例中，該方法還包括執行退火製程以調節第一金屬層的顆粒尺寸。在各種實施例中，該方法還包括在退火後的第一金屬層上方沉積第二金屬層。在一些實施例中，第二金屬層具有基本均勻相。","branch","Yes","半導體結構與製程",76,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1761","TWI892438B","瑞昱半導體","2025-09-19","2025-09-15","2024-01-30","2025-08-01","記憶體系統及其記憶體存取介面裝置與運作方法","一種記憶體存取介面裝置。訊號訓練電路配置以：對於訓練模式中的訓練程序中的一循環，產生訓練資料訊號及訓練資料閃控訊號做為輸出資料訊號及輸出資料閃控訊號，以使傳送電路根據時序參考訊號傳送至記憶體裝置；自接收電路接收根據記憶體裝置產生的回傳資料訊號及回傳資料閃控訊號產生的讀取資料訊號；將訓練資料訊號的訊號內容與讀取資料訊號進行比較，產生比較結果；儲存比較結果；以及控制時脈產生電路調整時序參考訊號其中之一的相位，進一步調整訓練資料訊號及訓練資料閃控訊號其中之一的時序以執行新循環。","main","Yes","記憶體與儲存裝置",13,"2379","半導體","2025-09-18",0.19,-4.75,5,4.04,2.72,0.88,492.5,461.5,510.2,543,483.7,0.30999,54.7,"TW"
"1762","TWI892449B","南亞科技","2025-09-19","2025-09-15","2024-02-02","2025-08-01","半導體元件及其製造方法","一種半導體元件包括半導體基材與閘極結構。半導體基材具有源極/汲極區域與位於源極/汲極區域之間的通道區。閘極結構位於半導體基材的通道區上方。閘極結構包括界面層、含鋯介電層以及閘極電極。含鋯介電層位於界面層上方且為四方晶相。閘極電極位於含鋯介電層上方。","branch","Yes","半導體結構與製程",65,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1763","TWI892465B","台灣積體電路製造","2025-09-19","2025-09-15","2024-02-07","2025-08-01","半導體裝置及其形成方法","提供半導體裝置及其形成方法。半導體裝置包括具有前側以及背側的基板、設置在所述基板的所述前側上的源極/汲極結構、包括用導電材料填充的溝渠的背側通孔，所述溝渠暴露在所述基板的背側處、延伸穿過所述基板、以及電耦合至所述源極/汲極結構，以及包括設置在所述基板與所述背側通孔之間並且將所述基板與所述背側通孔分隔的介電材料的隔離層，其中所述隔離層選擇性地覆蓋在所述基板與所述背側通孔之間的所述溝渠的多個側壁的第一部分，並且不覆蓋所述溝渠的所述多個側壁的第二部分。","branch","Yes","半導體結構與製程",85,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1764","TWI892488B","慧榮科技","2025-09-19","2025-09-15","2024-03-04","2025-08-01","使用於快閃記憶體控制器之解碼器內的解碼方法、快閃記憶體控制器、對於快閃記憶體進行測試的主機裝置、快閃記憶體的測試方法","一種解碼方法包括：比對一段碼字之解碼後結果與該段碼字之解碼前資料，得到用以描繪該段碼字在立體空間中的統計描述參數；判斷目前所使用的軟讀取間隔是否匹配於解碼器的對數概似比率；當不匹配時，改變並調整該軟讀取間隔，計算所調整後之該軟讀取間隔的一變化對於該至少一統計描述參數所造成的一變化資訊，以預測一軟讀取間隔與一相應的對數概似比率之一匹配組合；以及使用所預測之該軟讀取間隔與所預測之該相應的對數概似比率之該匹配組合來讀取該快閃記憶體所儲存之下一段碼字。","main",NA,"記憶體與儲存裝置",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1765","TWI892514B","南亞科技","2025-09-19","2025-09-15","2024-03-15","2025-08-01","包括多晶矽作為位元線結構的底層的半導體結構及其製備方法","本揭露提供一種半導體結構，包括一基底，包括多個鰭片結構；一介電層，設置在相鄰鰭片結構上方，其中該介電層的一上表面是一基本上平坦的表面；一位元線結構，設置在該基底上方並且位在相鄰鰭片結構之間，其中該位元線結構包括接觸該介電層的該上表面的一多晶矽層；以及一間隙子結構，圍繞該位元線結構，其中該間隙子結構接觸該介電層的該上表面。也提供一種該半導體結構的製備方法。","branch","Yes","半導體結構與製程",17,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1766","TWI892542B","台灣積體電路製造","2025-09-19","2025-09-15","2024-03-27","2025-08-01","半導體裝置結構和其形成方法","本公開的實施例提供半導體裝置結構和其形成方法。半導體裝置結構包括設置於基板上方的源極/汲極區域、設置於基板上方的閘極電極層、設置在閘極電極層和源極/汲極區域之間的第一閘極間隔物，以及設置在閘極電極層和源極/汲極區域之間的介電質間隔物。介電質間隔物的第一部分接觸第一閘極間隔物的第一部分。半導體裝置結構進一步包括設置在第一閘極間隔物的第二部分和介電質間隔物的第二部分之間的犧牲層。","branch","Yes","半導體結構與製程",64,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1767","TWI892570B","台灣積體電路製造","2025-09-19","2025-09-15","2024-04-09","2025-08-01","半導體裝置及其形成方法","一種裝置，包括：具有半導體鰭片的基板；半導體通道的堆疊，位於基板上且位於鰭片上方；包繞半導體通道的閘極結構；源極∕汲極，抵接半導體通道；位於半導體通道的堆疊和鰭片之間的內間隔物；未摻雜半導體層，垂直鄰近源極∕汲極且橫向鄰近鰭片；隔離結構，橫向包圍未摻雜半導體層，隔離結構位於源極∕汲極與內間隔物之間。","branch","Yes","半導體結構與製程",98,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1768","TWI892592B","南亞科技","2025-09-19","2025-09-15","2024-04-18","2025-08-01","具有電容器陣列的半導體裝置及其形成方法","一種形成具有電容器陣列的半導體裝置的方法包含在基板的主動區及周邊區形成電容器陣列的頂電極板、在主動區中及周邊區中的頂電極板上方沉積第一氧化層、移除周邊區中的頂電極板、在主動區中及周邊區中的第一氧化層上形成氮化膜、在主動區中及周邊區中的氮化膜上沉積第二氧化層以及研磨第二氧化層以使得主動區中的氮化膜裸露。","branch","Yes","半導體結構與製程",47,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1769","TWI892682B","南亞科技","2025-09-19","2025-09-15","2024-01-24","2025-08-01","根據先前更新的字元線選擇並保護可能被攻擊的字元線的記憶體元件的相關方法","本揭露提供一種記憶體元件的保護方法，其中該記憶體元件包括多條字元線。該保護方法包含響應於一更新訊號在一第一更新週期期間更新該多條字元線中的一第一字元線和一第一受保護字元線，其中該第一受保護字元線鄰近該第一存取字元線；藉由一隨機數產生器基於該第一字元線的一位址和該第一存取字元線的一位址來產生一第一數；響應於該更新訊號，藉由一計數器而開始從該第一數開始倒數；當該計數器計數為零時，藉由該控制器而取得正在存取的一第二存取字元線的一位址；在一第二更新週期期間保護一第二受保護字元線，其中該第二受保護字元線鄰近該第二存取字元線。","main","Yes","記憶體與儲存裝置",24,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1770","TWI892687B","台灣積體電路製造","2025-09-19","2025-09-15","2024-06-07","2025-08-01","半導體元件及其形成方法","本發明實施例提供一種半導體元件及其形成方法。該半導體元件可包括基板、在基板上之第一通道區域及第二通道區域、在第一通道區域之一或多個側壁上及在第二通道區域之一或多個側壁上之閘極結構以及在俯視圖中位於閘極結構之第一側邊及第二側邊上之介電質間隔件。第一側邊與第二側邊相對。介電質間隔件之第一部位可在第一通道區域及第二通道區域之間延伸。","branch","Yes","半導體結構與製程",98,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1771","TWI892745B","華邦電子","2025-09-19","2025-09-15","2024-07-08","2025-08-01","半導體裝置及其形成方法","提供一種半導體裝置，其包括：一基底、一閘極結構以及一導電插塞。閘極結構形成於基底內，且包括一導電層及一絕緣蓋層。導電層具有一第一部及自第一部的一上表面沿一垂直方向延伸的一第二部，使第一部的上表面與第二部的上表面之間形成段差。絕緣蓋層覆蓋第一部及第二部的上表面。","branch","Yes","半導體結構與製程",66,"2344","半導體","2025-09-18",0.58,0.21,4,-2.17,-33.03,-211.4,25.5,26.9,27.6,32.3,26.5,0.16179,53,"TW"
"1772","TWI892755B","凌陽科技","2025-09-19","2025-09-15","2024-07-17","2025-08-01","計算機硬體系統以及人工智慧計算程序","一種計算機硬體系統，係用以執行一人工智慧計算程序，該計算機硬體系統包括：主要儲存裝置、主要處理器、次要儲存裝置、以及至少一加速處理器。主要儲存裝置係配置以儲存寫入密集的資料。主要處理器，連接至該主要儲存裝置並且被配置以執行人工智慧計算程序中之設定程序。次要儲存裝置，係配置以儲存讀取密集的資料。至少一加速處理器，配置以載入次要儲存裝置所儲存之讀取密集的資料，且透過主要處理器存取主要儲存裝置中的寫入密集的資料。","decline","Yes","AI晶片與硬體加速器",18,"2401","半導體","2025-09-18",0.58,-21.26,5,-4.58,-9.62,-34.8,24.2,28.6,23.9,24.35,25.9,0.01605,54.8,"TW"
